text,category,word_count,char_count,clean_text
A direct debit payment that I didn't authorise shows up in my app.,direct_debit_payment_not_recognised,13,66,a direct debit payment that i did n't authorise show up in my app
My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?,direct_debit_payment_not_recognised,24,122,my app is showing a payment that i know i did not do can you please cancel that transaction and credit my account please
i would like to dispute a direct debit payment,direct_debit_payment_not_recognised,9,46,i would like to dispute a direct debit payment
Is it possible to dispute a debit payment from a couple of months ago.,direct_debit_payment_not_recognised,14,70,is it possible to dispute a debit payment from a couple of month ago
A direct debit payment I didn't do shows in my app,direct_debit_payment_not_recognised,11,50,a direct debit payment i did n't do show in my app
I see a direct debit transaction in my history that I did not set up.,direct_debit_payment_not_recognised,15,69,i see a direct debit transaction in my history that i did not set up
A false direct debit payment is showing in my app,direct_debit_payment_not_recognised,10,49,a false direct debit payment is showing in my app
I do not understand what this particular direct debit is ?,direct_debit_payment_not_recognised,11,58,i do not understand what this particular direct debit is
There was some money taken from my account that I don't remember paying for. Am I able to look up this transaction which was a few weeks ago to see who took out the money? Im not sure I need a refund just want to check to make sure it's legit.,direct_debit_payment_not_recognised,51,243,there wa some money taken from my account that i do n't remember paying for am i able to look up this transaction which wa a few week ago to see who took out the money im not sure i need a refund just want to check to make sure it 's legit
Please tell me what this direct debit in my statement is,direct_debit_payment_not_recognised,11,56,please tell me what this direct debit in my statement is
what is this charge on my card?,direct_debit_payment_not_recognised,7,31,what is this charge on my card
"A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.",direct_debit_payment_not_recognised,36,160,a few week ago a strange transaction wa made on my account by a seller i do n't know i am quite sure i did n't do it and will like for you to check it for me
Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago.,direct_debit_payment_not_recognised,26,155,is there a strict timeline regarding disputing transaction made on my account i just noticed a fraudulent charge on a statement from a couple month ago
There is a mysterious debit transaction on my statement,direct_debit_payment_not_recognised,9,55,there is a mysterious debit transaction on my statement
what is the matter?,direct_debit_payment_not_recognised,4,19,what is the matter
